years,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16
2066,451.19593156850897,234.42785886684305,1546.623937273398,503.5037987756368,412.71965289397485,1137.9929168731906,253.46878703767288,496.8616703761654,900.2864104789751,536.4363287444576,439.45470584330906,1556.0406913224142,1113.9207455664575,1359.189763572067,1797.4535470129922,695.1606453736531
2067,425.11854768308694,335.16950970561084,1648.0027969490038,425.42837848036754,669.0102283631859,1181.990201913868,184.7238555049728,378.09519222992094,658.5369760519825,691.8215687619522,436.13793294061907,1691.887715086341,1523.038679730962,1267.5438575073713,1749.0271007845877,833.6056547086628
2068,802.0885155536234,501.5494328375098,1312.8051423162105,499.465188607428,686.9051265304734,1882.6975085539743,334.19858221063805,375.8869103170582,1070.1685869578796,496.4772657440335,399.8476793824011,1509.9168557091616,1427.5079981848194,1037.0507662315504,1603.1546669080853,688.3078506301899
2069,413.9214053815522,361.1014341116402,1226.0404688073322,507.91825882265584,306.1420832566,1995.0020341901109,255.828125906919,706.8789241409831,1136.7517435304762,591.1698331292428,438.3932781085605,1531.8683708872413,1657.0125871185155,1164.0120323887459,1742.5021625007503,931.9096933217224
2070,585.7496968614214,465.1729057177363,1677.2411343699787,617.5238470326804,382.06745175521064,1235.518332941865,208.51534992571032,417.68173222283167,957.5395646874313,658.5524155569146,815.2570871781791,1500.3278216463514,1643.5495140322018,1298.846764190239,1382.4719977914356,658.9195773487518
2071,396.15875995368697,459.73616744704486,1715.9169821301475,470.07770603945573,524.2053865840717,1121.9472977059922,266.69481682517926,293.4526994407861,626.015337280478,502.84542872104794,505.12441991968444,1485.6192487408407,1389.112183341058,968.3257208322175,1887.0609838835662,560.0080669859381
2072,534.4582739002362,444.52376275876304,1314.2718689603498,662.0949646811823,626.5511281795625,1210.835926828804,204.88968482150085,699.8750810969455,1278.1904164992739,648.455387163267,691.7806108802324,1454.5603533857502,1320.9842054233377,1050.7918867631815,1572.006828270969,653.4618518549905
2073,518.7366977083002,336.47077172199715,1559.8499161598738,586.7771954362979,390.6279297580113,1604.6644717280287,304.3589702865802,568.0190130837786,902.0020719304739,613.72629685211,687.1378396012005,1451.2361479515675,1862.2491729300236,1343.1371683662292,2013.9352421974763,432.6738990523154
2074,362.73913148324937,468.5382073724895,1114.9544790692744,793.3421590074431,1037.3713640579808,1505.9611957753077,191.17610299948637,485.9453053912148,734.2416332176072,796.0001310682856,469.4348744335002,1620.7961369887926,1440.4528817511164,1069.0860784845427,1760.1132007723209,700.6168366599013
2075,617.2356629933347,437.4521598134834,1533.5889655107167,607.9606309685914,388.66626544222527,1071.9554401526693,231.55003522115294,661.390691507745,902.0458310540562,699.1333744852454,304.05176812782884,1588.1714377115713,1413.102109018655,1219.4314526906965,1592.1067797549767,352.89053128581145
2076,455.2265854770667,472.7206639077849,1563.6952267799643,540.2312513211655,463.19268871084205,984.245238519361,227.20722402418687,503.6460645863144,914.5677325199358,358.8079411192666,665.2855112583877,1415.7286151137669,1198.770078382222,1183.2523751654662,2155.2370518038515,586.0552289969746
2077,596.0831966222031,283.0066116257967,1346.7699369590264,460.1853829157335,1319.4058335184309,1260.7110480458687,177.46773053049765,468.88125955565556,768.9863906809478,403.86338405369315,420.9542060500098,1453.4293886390515,1304.605938866007,1074.206302704988,1547.3660644056508,450.0888446375029
2078,374.7940001392635,196.69322905206172,1656.2797519742162,568.9917298645014,502.1161439741263,1676.1446983757196,293.4107039007358,592.1779999576756,663.3944990768214,606.6565846296726,575.897191864351,1580.0721248262562,1147.7088520005054,1020.772990018304,1520.6738943845266,708.1201053417317
2079,742.4199850007426,630.4924553413912,1295.0174849422183,548.9883057362022,638.0476959049702,1213.3577138622059,150.74507405006443,524.5846209243609,1270.605097868247,753.8535942934686,338.9990075530932,1604.025548323989,1539.1713675577193,1193.3524586056592,1074.6844689594582,342.01785941941125
2080,307.02433459482563,381.8609812331488,1329.9316862976411,544.4813533002161,446.5237168540625,1194.6917619256055,176.7890781891083,210.4142630100597,1100.0078497672803,583.9030589319009,512.45781458274,1597.687414137181,1600.192710958072,930.811665712099,1790.2736322255805,346.0270435160055
2081,658.3616142546816,375.93127229306447,1640.2281496702926,394.37453081191427,651.4432904896239,1564.714158786228,301.6449474846013,445.63892380028847,1002.051319545717,893.2840184912493,644.9006773356814,1726.9953289884143,1233.3202884416096,1229.6476596558932,1492.0578488774481,369.6598926100819
2082,407.6136004565342,222.63645908419676,1471.1672814064514,601.5748273235658,637.0859963095427,1777.707819052739,289.1200040435251,529.7854401396762,771.1354894505348,546.4443377019052,624.4858491947525,1873.5264590475708,1461.145293811569,1064.574957685545,2173.2647126773372,626.7781812997782
2083,577.9704185435548,526.9165490695741,1145.921940341941,558.3960335265147,294.94411846444564,958.0646093760151,566.497840573993,377.41001545848576,933.6781727528432,563.3154594535881,460.69271748548033,1538.1142623606138,1186.1094255335047,1207.535461979569,1671.9017508323304,402.2026502061635
2084,546.7135983449225,526.7284670124582,1086.6256277397042,519.6390596567653,353.6360127329317,1437.157320069673,146.35862186892155,564.701700552996,1093.926867825212,651.9967507090769,308.98337963626545,1471.5916989720426,1322.5528855677112,1121.8792640342144,1771.90623159986,964.2377162985213
2085,518.2792494655587,542.9805043801025,1204.3103997129947,511.73472408385504,606.4069454318087,1596.7348020145437,216.41110414493596,270.2132910929322,599.9357752560172,656.2840759408573,450.31805732724024,1680.1823803922161,1436.5879314675112,834.3458552670199,1603.2596054545138,525.7509347629821
2086,578.8093883253168,351.80470724876614,1512.6346559793092,486.27611645206343,805.2529146505549,898.8961941682646,249.30503694267827,610.4658684711467,689.6590982898488,604.8291165367118,416.75405775167746,1699.028759635985,1727.5486957758403,1335.3216836694628,1519.5232546131592,670.9500630206094
2087,692.9709247220671,743.4170138919853,1236.7053185182158,516.6869584674714,583.1077778952022,1070.6677819995093,179.01976871880834,490.4042535590179,1075.9314399008872,478.5392183201111,476.4279839157098,1818.206527386792,1578.4403986370307,1180.5907060566824,1684.8160219320562,653.0304498647638
2088,524.7847545164404,589.2019022110389,1380.5651776579907,648.637857744734,392.5670745487878,2035.4582750354894,184.76805573700403,374.5702722696251,1223.5985555977095,541.6038827841476,485.80178883288454,1754.7138470748905,1295.3161404948332,1317.4357632669853,1614.5990134973545,442.8432748863088
2089,568.1608304214024,418.61438671688234,1554.6142755491019,518.2125342884319,564.7034018100385,1376.584150614508,277.8342773400709,485.1785247275984,842.6653823713423,829.2418926983373,325.4104107769308,1323.8343613338657,1349.9856226431461,1064.3326582649024,1924.2811974399956,937.9613468405296
2090,477.40682414296316,627.3399676270856,1709.8592804395594,533.2884730049045,967.8142940530961,1525.3840675984975,187.11282885824403,365.44761644925927,844.1222956666024,561.776551215371,625.7065947008414,1615.4293177532963,1408.9223865506938,1151.1617898533586,1475.750141844037,934.0794923119574
2091,601.2005772558041,443.7396098864383,1522.8287473961245,445.12718336773503,337.4268572504661,1442.694657665561,178.60771259124704,714.6221943970886,715.6248914689058,802.6236223911837,563.0745585935983,1744.9379546160344,1617.9243671474978,1106.5508495463291,1794.9335527606308,506.6138258353021
2092,839.2352272778226,401.3297491404046,1585.926138490322,470.9245262834884,287.8851021758237,1271.4534822036512,231.78964983543437,491.0808465779155,963.4341907105409,578.7544384352259,488.36116088787094,1719.1495543986093,1797.7067673822603,1026.757304937928,1530.4115443839692,424.4648561756094
2093,567.1014750565519,305.19674595900597,1483.739415906166,499.3550404396956,1217.8706883321865,1607.851713943819,266.20303389336186,389.0296792058962,1067.853607541474,769.6564005862456,406.90559383833715,1624.2688444966916,1618.0013829747622,996.5653692110209,1405.3663877304643,210.1877313321893
2094,307.2012897411696,650.826562284044,1510.0919570715632,492.7592129824916,455.7539138921129,1615.851959688007,201.71968486893093,515.6469939316594,658.4712073996343,771.231237318716,382.2328950901465,1472.4143916217145,1442.2743731018272,728.7598343609716,1596.433113142848,557.0102512429912
2095,543.3644979584642,362.637865390343,1623.728635054431,532.4061633502424,894.5151692551008,1883.0316059233155,311.8371070479043,498.18039113479244,815.6446095173123,761.5463445108617,286.2107998117949,1404.9324094812619,1102.484756060585,806.6998233814957,1703.7102239148226,643.5279063631242
2096,607.1115028506028,446.4034554042655,1307.8132331938832,662.3118474571129,393.7708757486689,1588.5153094539419,131.49135215726346,201.85517470467857,1054.5121923249098,605.2641899036644,397.50444348173914,1675.1213115319842,1283.1229860690655,948.2828527117817,1598.0956049112137,472.8353627368051
2097,680.0735826520395,314.6762031436083,1510.9446978618507,735.4056901895128,579.1831458465822,1267.1014462859603,270.6464928578498,671.0323829890513,1344.4434592936886,444.3837527644064,591.5668518824375,1682.6795377826784,1557.2709724277956,1242.5616508622625,1504.055587114999,777.3161220713519
2098,476.1452750550234,731.7606401178637,1490.6158298181253,446.41053578961873,859.9547206584248,1515.3056207840564,233.8228402290042,175.05994659111366,944.5624621948809,544.3050810710702,523.249442026281,1689.1099729109555,1617.3614598519634,1154.4193779380294,1085.5407542927423,848.6507494031684
2099,631.4214321988402,646.4931727761837,1432.4664385261713,442.0588571276312,628.4909418560346,1543.0550617282279,158.10521770963533,533.8313654977469,820.1677419821863,501.36667948099785,572.7316071177484,1620.8802155975718,908.6081688905324,1207.7079448878067,1471.9873773196014,541.7844383626743
