years,model_0,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12,model_13,model_14,model_15
1924,-0.870286231,0.940957816,-0.458751249,1.219293165,-0.435680601,0.040376969,-0.850365055,-0.241750422,-0.82933177,0.953908752,-0.991031354,0.242492233,-0.18623923,0.337436719,-0.100911812,0.877512009
1925,0.691644321,-0.28637164,-1.259658847,1.581538819,0.216301994,2.08691819,-0.02068787,-0.603564627,0.885468566,0.256081136,0.217135081,-2.603051962,0.722581168,-0.577693778,-0.501963129,0.478843629
1926,-0.779506058,-0.384653357,-0.194143955,-0.71364067,-1.766560967,0.828270026,-1.491696224,-0.141065207,1.175748766,0.574816669,0.554861557,-1.023095649,-1.248233148,-0.631983511,0.260916338,-1.199939616
1927,-1.796344958,1.082311957,1.865303694,0.38249276,0.425232683,-1.151430953,-0.031251423,-0.731790223,-0.780544729,-1.544903645,0.801485773,0.647842029,0.849266361,-0.683526542,-1.489572273,-0.946992873
1928,1.989935509,1.793876474,1.027908374,-1.422524923,0.49484453,1.733964737,-1.592700214,0.003778221,0.216741673,0.11143979,0.681104739,0.113046309,2.045416579,-0.975477992,0.799353516,-0.36757167
1929,-0.289766685,1.531888763,-1.36093202,-1.36306664,-1.371032167,0.892967039,0.728800998,-0.861036213,-1.168521331,-0.818388933,0.304719534,-1.313110038,1.546565877,0.210187443,-1.008210209,0.042178035
1930,0.890843426,0.369181776,-0.91794867,0.752048522,1.833389216,-2.235319056,-0.139101143,0.020705765,-1.109629832,0.310235954,-0.276538061,-0.057120792,1.248228496,-0.991237128,1.585143795,0.965989433
1931,0.987366424,0.777241644,0.009029373,-1.241767425,1.378294919,0.421481824,-1.809888233,-1.127038205,0.46281777,-0.952204384,0.241467822,-0.293979015,-1.013538805,-1.510900254,-0.678537606,-0.451922853
1932,-0.327738036,-0.673408069,-1.862245149,-0.242036551,0.531941605,-1.102246425,-0.758987141,1.003793485,0.966026577,-0.094624967,0.205441629,-0.122359914,-1.503653253,-1.122391262,0.421912835,-0.311941727
1933,1.422052284,-1.724926875,-0.333777142,0.167037926,-0.330641207,-1.336294269,-0.630238335,-1.559863231,0.095433589,0.053572456,1.90387106,-1.067516002,-1.195537075,1.14293393,-1.27532933,0.472867381
1934,1.370692796,-0.276682699,0.511876997,-0.560127208,0.258809401,-1.1159166,-0.844866875,-0.214909668,-0.734762005,0.341969343,0.569404823,0.653142034,-1.916056351,0.816596589,0.862574192,-0.412040836
1935,-1.103295692,-0.220972939,1.464624143,1.013636884,0.271302539,0.151511674,0.403575279,-0.783023066,-1.657352074,-0.502983619,0.068107454,-0.221641502,-0.25737253,0.440960133,0.695028651,0.143533843
1936,-1.081521665,-0.093232501,-1.188320372,-0.225797873,0.600662145,-0.439113673,1.214090756,-0.286606109,-0.036092642,1.273781791,-0.421160077,0.174336762,-0.00366581,-0.288345442,0.642628346,-1.229375569
1937,-0.494704383,-0.369985638,-1.40125312,-0.474362594,1.896999421,-0.197427916,0.44410288,-1.129429229,1.473570129,-1.466884216,-1.426105268,-1.188192193,-1.851239611,0.91834357,-0.943949434,0.174506863
1938,0.391963076,0.377400133,1.028013217,-0.527440365,-1.408760689,0.814130164,-1.142388417,-1.824540968,0.981801169,1.568541259,1.942614866,-1.724562804,-0.245806049,2.051946944,-2.162863272,0.355302745
1939,-0.013578611,-0.427512802,1.434996966,1.314257578,1.066210642,-0.002466481,0.718421907,-0.258304368,-2.885471175,-0.591207584,-1.803184904,1.82976178,0.429897258,1.847692369,-0.483188135,0.843224406
1940,-1.629349143,-1.035292324,1.441968825,-0.666191682,-0.010463364,1.126235723,0.54126506,1.166844641,-0.613033602,-0.095917785,-0.777566461,0.751347935,-0.838058447,0.47716113,-0.758083228,-0.216794143
1941,-2.29513394,1.12740686,-0.250930372,-0.267731336,-1.254145957,-0.27646745,-0.0421278,0.733976111,1.636065134,-0.891757699,-0.075426388,2.135804124,-0.819572554,0.979772644,0.193280772,0.166532309
1942,-0.283886595,-0.131443469,-1.24301309,0.412151343,0.298328645,-0.299430968,-1.278199016,1.416064195,0.261935398,0.011309775,-1.060165145,-0.650070574,0.343482186,-0.984213824,-0.002602825,0.661556686
1943,-0.504406013,-0.34123312,-0.454986804,0.013105567,1.892846593,-0.721467641,-0.609125518,-1.426951618,-0.703636154,-0.782993926,-1.414509602,-2.023104487,0.113995198,0.355008909,-1.247006554,1.062621533
1944,-0.246947968,-1.112449859,0.39174555,0.567702027,0.777061302,0.770310795,1.298267193,0.06799636,0.25504573,-1.194458434,0.737467203,0.423732631,1.083519123,0.802818494,-0.878348072,0.552489888
1945,-0.638517168,0.698055127,1.803377247,0.23908553,-0.654149839,-1.283624495,-0.32417514,-0.531016353,-0.576156368,0.378524161,-0.765971598,0.19903717,0.405840489,0.753712726,-1.530558315,-0.338694112
1946,-0.459035565,1.04574812,0.051268338,-0.879045722,0.515165755,-0.656067622,-1.472046368,0.248285971,-2.269422118,0.478468351,-0.471862359,0.484436821,-1.251934394,-0.046955691,-0.057022541,-0.251913519
1947,-0.247206777,-0.980068813,-0.634506093,0.430105536,0.76235655,-0.414377189,-0.545539596,-0.112165552,0.556207341,-1.976343434,-2.260405436,-0.219975548,0.001402795,0.409098205,-0.6825341,-0.871809575
1948,0.120392019,0.667777028,-0.847713569,-1.076208389,-0.36976912,-1.223453984,0.35757112,0.8171295,-2.049231001,-1.594752762,1.01211989,-0.893560185,-0.861420912,1.405917156,-0.57163483,0.222636662
1949,-0.549848554,0.600088492,1.103693249,-1.449007159,-0.553151896,0.412695813,1.761793682,1.873313472,1.21493566,-0.020757949,0.736511264,0.148961128,0.203947945,1.333247022,1.056376545,0.772477818
1950,1.233118751,1.392080047,0.793775721,0.156541694,1.687871625,1.154930125,0.752700735,-0.494346921,-1.233161843,0.487518283,-0.370694611,1.107707985,0.037850111,1.383006527,-0.858179589,0.236674376
1951,-0.432779207,-0.623608801,0.913938361,0.975633619,1.024156808,0.076675238,1.24310463,-0.747985433,-0.593990905,-0.547687328,-0.382461071,1.35776809,-1.041059863,0.410778782,-2.11117979,-0.694555971
1952,-0.145786668,0.616556915,-1.009358027,-1.019193041,-0.237993477,0.270498926,0.4707744,-1.376263051,1.415809338,0.904792189,0.63453881,1.169697966,0.354225578,0.132502672,0.80679565,-1.048738005
1953,1.047805511,0.957818916,0.631799303,0.475084263,0.139154688,-0.406136512,-0.864572681,-1.145801141,0.455090735,-0.651568128,-1.136840777,0.203803143,0.648634818,0.38743082,-0.864324867,-1.686908127
1954,-1.99876338,-0.23268486,1.808988624,0.526570838,1.345720991,-0.88261562,-0.625831416,-2.436275497,0.726024495,-0.38624741,-0.530808099,0.223682326,-0.374533339,0.375984399,-0.89653332,0.70358129
1955,0.920486237,0.145985805,0.485719011,0.337241319,-1.411479443,0.486114478,-0.478103229,-0.21958232,-1.539846083,-2.558135748,-1.58154984,0.566767065,-1.284417332,0.683507537,1.159302257,-1.518392199
1956,0.882325244,0.740946343,-0.103797818,0.325129281,0.316931612,1.99415455,0.537238303,-0.082121093,-1.338374338,-0.084843944,-0.433659042,0.110007612,0.019378647,1.218103362,-0.265239885,-0.151887367
1957,-0.738153447,-0.270367299,-0.868547887,0.956240674,0.174154412,-0.543448597,0.179062627,-0.291450372,1.231835505,-1.672455551,-1.242829373,2.800430752,-0.592868407,0.713566332,0.282372021,-0.197125331
1958,0.238938483,0.587708363,-0.567288057,-0.403152307,1.206673828,-1.110328406,0.518008788,-0.354580742,0.26053678,-2.129696951,-0.844922937,0.021779641,0.795015211,0.012334242,1.413571855,-1.786431667
1959,0.519778941,2.206165749,0.342058675,-0.317586473,1.061550227,-1.980322782,0.700138323,1.221226215,1.330084483,1.196362141,-1.019759949,-0.248471991,-0.112282575,1.557943415,-0.156425678,-0.231433978
1960,-0.03513853,0.596522506,2.128714939,0.70368368,-0.567553959,-1.98657059,1.09707005,0.709314213,-1.013730973,-0.360632979,-0.019119402,0.456791288,0.487939445,1.413893101,-1.506011144,0.578608743
1961,1.064600733,-1.100606967,0.125767973,1.132402816,-0.954120377,-0.662325535,0.887840051,0.388745298,1.746963454,-0.25722422,-0.16375628,0.177122572,0.379059806,0.019996413,-2.402967893,0.259349701
1962,0.322918256,1.051696192,-0.690285554,-0.334207171,0.887087745,-0.086320738,2.070651074,0.44747825,1.265217018,-0.821732855,0.924221159,0.736786266,0.04091168,0.736648257,1.756053854,0.350846228
1963,-0.09989175,-0.289333027,0.710842174,-1.642887237,0.646359919,0.167330487,1.336800161,-0.848117313,1.075463669,-0.532016552,1.592734649,-0.125022746,0.27582226,-1.233406821,1.885482558,-0.760356333
1964,0.876240687,-0.987174216,1.211768387,-1.057984317,0.106911198,-1.027272208,-2.176042891,-1.902473408,-0.081281171,-0.152403023,-1.765310569,-0.684234078,-1.991613948,-0.325702623,1.014144466,0.128388084
1965,-0.990956516,-1.382307845,1.43054726,0.256659543,0.154517122,-1.328558335,0.633709482,0.724153318,-2.143148453,-0.470039699,0.802270947,-0.538913727,-1.223032555,-0.692965717,-2.063570545,0.625387325
1966,-1.166168746,1.230112975,1.107381336,-0.64830036,0.922343407,-0.16608211,-1.141209878,0.281442398,0.631092995,-2.815596023,-0.569941296,-0.769257376,-0.161757594,-0.631685194,-1.028221536,0.279759731
1967,2.190208187,-0.085135948,-1.242860325,-1.216714058,-1.332188833,-1.373458828,-5.08629507,1.829207605,3.035024598,-1.686165845,-2.170273474,-1.532996554,0.199913101,1.433524988,0.033633107,-0.055610438
1968,-0.290373665,0.689842787,-0.887469221,0.725896226,0.009100797,0.15456583,-0.560603353,0.459594427,0.080628675,-1.897492843,1.061444785,0.550512428,1.114426999,1.50318549,0.050611908,-0.297502844
1969,0.847776446,0.090551173,-0.830434034,0.964894897,0.675277222,-0.943253462,1.428191506,0.377779271,-1.369214012,-1.548926824,0.787996408,-0.114413228,1.031105204,-0.491072389,-0.668685793,0.192395174
1970,0.941871413,-0.199205246,-0.551143448,1.014174009,1.066720888,0.119892469,-1.660614272,0.725330944,0.349632914,-1.520913976,-0.331832939,-0.354535353,-1.159731751,0.597542431,-1.915080674,0.066787501
1971,0.863065153,0.263636953,-1.131172606,-0.34273219,0.193431856,-1.040748538,-1.77037793,0.646149809,-2.745052899,-2.176738261,-1.08091282,-0.204458789,-0.477886379,1.280272346,-1.045068455,-0.776611205
1972,0.70078991,-1.096646405,-0.481181047,0.814339486,0.222564146,-2.897616983,-0.991984105,-0.455515998,-1.506075892,-0.960010932,-0.741142195,-1.38777577,-0.746261332,0.627959248,-0.995450834,-0.941972628
1973,-1.097803441,-1.074111248,0.863040113,-0.293496653,1.314263646,-0.403553007,0.922256364,-1.311547062,-0.462841966,1.259900689,0.713979004,-1.081101223,1.055092977,-1.655428528,0.213159814,-1.098745041
1974,-0.756472426,-0.314066715,0.332882065,-0.40519129,-1.377222628,-0.352379256,0.2192195,0.630547453,-0.721240943,-0.871708913,-1.889590904,-1.70724706,-1.095665846,0.936620567,0.091458379,-0.477794602
1975,-0.360159387,0.779029728,-1.75720873,-0.883588769,-0.229602688,-0.224250592,0.998319364,0.099606028,1.080747587,-0.612601061,0.836187694,-0.151104707,-0.479456253,1.945298453,-2.971145803,-1.158831013
1976,-0.396162932,1.574399298,-0.205539136,1.354697205,-0.444497415,-0.135436356,0.96811029,-0.682034408,-1.502854394,0.690152917,0.505106012,-1.763068591,-2.648562034,0.090137947,1.068156541,-0.472783548
1977,-0.987004193,-0.27276211,-1.031665269,0.56161293,1.815060187,-2.447534318,1.302981473,-0.030201864,-0.153614117,-1.578080831,-0.217381345,-0.134810046,-0.657109851,0.39261027,0.959261786,0.791161555
1978,2.271434808,1.489227319,-1.62061069,0.097069032,1.536731687,-0.224235851,-1.54576718,0.040022728,1.007796184,-1.51494569,1.307417712,1.195807403,1.176018554,-0.60371685,-0.255846702,0.811112751
1979,-0.93761754,0.508778014,-1.108173592,-0.039119757,-1.268824228,1.000768548,-0.962827209,1.233195789,-0.496664996,-1.062674409,-1.759666656,0.302523255,-0.439238914,1.878129635,-0.366509134,-1.091533829
1980,0.765502972,-1.562172637,0.102408515,0.069259873,-0.512016618,-0.455904293,-0.640429668,-1.847826552,-0.804665982,-1.008305375,-0.216129115,-0.674734054,-1.25758394,1.761313984,0.255500911,0.285456744
1981,1.347449631,-0.836748184,1.283669638,-1.20504446,-0.76882213,-1.17490077,-0.799672143,-0.944563008,1.749225398,-0.246319345,-1.531448669,1.223447281,2.441778674,1.314557134,0.335259604,-0.073603928
1982,-0.65404722,-0.361098854,2.454576035,-0.322571203,1.410956892,-2.298349519,0.713802766,-1.136208532,-0.473019395,2.226539117,0.289264037,-2.801031461,0.767377159,0.498344682,0.573474499,-1.427669316
1983,0.426982002,-0.002360192,0.192242103,0.910995156,0.013128914,-2.959294705,0.251828072,1.15906016,0.527226309,-0.362231103,-0.117924777,-0.213276434,0.365753558,-2.175316888,-0.135419955,-0.558032534
1984,-0.542003742,1.054640723,1.095724703,-1.195939397,1.514616935,-0.790461855,0.332965542,1.295328284,0.578808608,-0.607703798,0.972103497,0.903880522,1.134255753,0.138672761,-0.037094959,1.109711014
1985,1.690223756,-0.620848985,-0.455512865,1.278352232,-1.218909734,0.028012043,-0.050282122,0.341948073,-2.569653042,-0.445140206,0.234903826,2.153753729,-1.391526121,-0.54763388,-1.977330203,-0.571029507
1986,-0.224135153,1.623858172,-1.159703378,1.575477423,-1.642013235,-0.631826941,0.321174249,0.213593474,-0.398233116,-1.131687105,-0.212598865,-0.191759862,-1.789852444,-0.101261358,0.306393177,-2.196413458
1987,0.457878145,0.56426349,0.887678377,-0.295333611,-0.184672102,1.385658883,-1.900685727,-1.566747389,-1.626440744,0.316795793,-0.833963477,0.468566385,-1.337013243,-1.155500127,0.341517179,1.183310068
1988,-1.420327629,-2.289672052,1.555751078,0.077207319,0.624814166,0.028543083,0.324157562,-1.078507289,-2.257797569,0.31087459,0.459016009,-1.409272942,-0.616125889,-0.051740436,0.315813255,0.666784755
1989,-1.039642256,0.227312523,-0.185233431,0.204799881,-1.271015715,0.077289756,-0.725984143,-2.243544774,-1.673553422,-1.261223295,-0.157085329,0.81338772,-1.03317393,0.293121747,-0.666158833,1.019714662
1990,0.115807557,1.654312216,-0.990916065,0.24043712,0.794626899,1.071532469,0.177810595,-0.845151314,-0.117773929,1.305938315,-0.071247824,0.150120244,1.799708391,1.090852034,-0.635277805,1.166251624
1991,0.981315874,0.745974388,-1.055626581,0.050108894,-0.399712461,-0.48577909,-0.333801479,-2.227906588,0.430640412,0.095429848,-3.503219212,1.604390938,1.466352281,0.772714109,1.240080879,-0.647473467
1992,0.295028811,-0.355908869,0.366215617,0.625442379,0.591201963,-1.9623365,1.534313365,0.531362256,-1.406951913,-0.721215885,-0.183111484,0.297384278,-0.743337639,-0.412300818,-0.764445297,-0.128862762
1993,-0.465240917,-0.389159458,-0.112678025,0.855398645,-0.190235798,-0.717132915,2.285499541,1.46802448,0.615405109,0.795354667,0.934094649,-0.547836059,-0.525447092,-0.264942577,-1.031009101,0.199128147
1994,0.422258018,0.623070398,-0.501664099,-0.429008594,0.827494506,-2.52409367,-1.745637018,0.636757978,0.356519404,0.762055439,0.344548756,-0.290525459,1.664319947,2.130114506,-0.63504021,-1.063277326
1995,0.350476127,0.331812593,-0.418390078,-1.901921134,-0.749239959,-1.826197374,-0.622083905,-0.867725597,0.71082166,0.326190955,-0.340269475,0.298506032,0.415163689,0.402937817,-0.774299882,-1.143778609
1996,-0.146312664,0.592017115,0.579762402,-2.136247971,0.801897403,-0.485918513,0.812231967,0.021318673,-0.290195512,-0.620531164,-0.122240461,0.552416476,-0.281431585,-0.031199617,-1.434915055,-0.360628695
1997,-0.253150415,1.984666737,0.072325459,0.395715928,-0.542301041,0.431212635,1.471166941,-0.565060297,0.582523002,-0.991865157,-0.224269269,-0.875981573,-0.288725073,1.518774716,-0.393766142,-1.919538689
1998,1.002035491,1.777417696,0.667391919,0.491442247,1.022583606,-2.315376771,-0.042461315,-1.602359479,1.010727002,0.673805075,0.471481339,1.16342997,1.307683245,1.62615275,1.686994161,0.010036127
1999,0.325483872,0.580584943,0.067820977,-0.449499902,1.415929002,0.06096813,-0.511899305,-0.044546566,1.11502651,0.897409074,0.120846948,-0.613120412,1.783677165,1.137972159,0.758718479,0.017046284
2000,1.870675936,-0.053628479,-0.278188098,0.018864734,0.110855244,-0.732161559,-0.783499615,-1.23930233,-1.229494967,0.185012216,-0.047388651,-0.269533908,1.271039406,0.800698049,-1.355688173,1.241231171
2001,0.825793459,1.928203641,-1.382708681,0.223146097,1.692481097,-0.389609313,1.060305253,0.058810471,-0.212623424,-1.650666703,-1.320507571,0.233693581,2.232877104,0.874635863,0.113650605,0.217349517
2002,1.294828239,-0.195813201,0.766609271,-0.234191791,0.974637717,-0.732149385,-0.587384655,1.235835415,-1.917303247,-0.264408873,-1.089689005,1.730145754,-0.920633817,-0.088703439,0.958405069,-1.099154781
2003,1.432168307,-1.824699662,1.418336611,1.315985539,1.032751745,-0.176417181,0.607772479,-3.499693563,-2.020464657,1.526778134,-0.687125896,-0.766147878,-0.386824385,1.009352714,-1.089467471,0.234325784
2004,1.567256264,1.969830296,0.194241932,-2.369187801,1.259175569,-1.050452009,-0.330021445,-2.498730511,-0.425701211,-0.355474385,0.291004642,0.224064829,-0.926334558,-1.151522218,0.407448874,0.652613899
2005,0.606553388,-0.394160588,0.933681505,-1.360761528,1.434216862,-0.341678746,0.188091885,-1.376188728,-0.219696211,-0.827661516,-1.572556415,0.461947325,-0.264646775,0.570884429,-1.771956148,0.442892817
2006,1.29718326,1.792232527,0.576296804,0.465066059,0.795763914,-1.503984023,0.868978075,-1.956274842,1.083465062,-0.388095362,-0.358649536,-0.328904377,-1.571418927,0.181497897,0.631959708,-0.348324548
2007,1.223065323,2.750379674,0.831479866,-1.243151335,1.684903774,0.809016199,0.469876475,-2.349141972,3.101959254,0.341845011,-1.361287691,1.098873194,0.091702576,-0.697358691,0.9795897,-2.16951228
2008,0.210674519,0.54724933,-0.095187768,-0.095588027,-0.14853418,-0.856365379,1.67590753,-1.323199842,-0.547281313,0.220071881,-0.862646419,-0.000995761,0.305868973,0.360714688,-0.540698032,-1.33665107
2009,-0.666744854,-0.463151343,0.841367878,0.972427776,-0.572734359,1.182534888,0.545980947,0.952367798,-0.181550732,-0.62646359,-0.401828299,-0.580428429,0.681872994,1.212922676,0.012287689,-0.105725233
2010,0.10235367,0.676477756,0.648683294,1.185205361,-1.622312209,-1.003811465,-0.719892977,1.344211918,-0.094622063,-0.696802036,-1.287924086,0.571055574,-0.154777689,1.530290038,0.035142043,0.170684835
2011,-0.102120073,-0.709776329,-0.991894845,-1.740709223,0.545235062,-0.099258079,-1.690818081,0.180616264,-1.326542036,-1.947628097,-0.418271963,2.31045787,0.82864836,0.640391555,1.216725217,-0.093194032
2012,-0.778675768,0.616921442,-0.787759691,-1.15472069,-0.412201913,-1.238508404,0.213058945,-1.353015754,0.151473762,-1.249392731,-2.515927581,0.526345024,-0.972436004,1.486833948,-1.673135797,0.481970705
2013,-0.902696159,1.935053473,1.114436344,-1.015727568,0.217314426,0.154640142,2.739501481,0.009660156,0.381420208,-3.730707421,-0.591467168,0.032204238,-0.193615261,1.872303408,-0.832526434,0.912988776
2014,-0.905452938,-0.223848565,1.965992045,-0.65602746,-1.144252443,0.013433429,-1.401143187,0.513560774,0.637031575,-1.490384416,0.168520108,0.177451401,0.453276681,1.097563865,-1.79358427,0.717560375
2015,1.976444125,1.877992901,0.152103348,0.587848845,-0.106338449,0.247978585,0.28488248,0.32220152,-2.542419053,-0.243545773,-1.006858547,0.086899142,-0.929260037,1.774531862,2.277584968,0.083284023
2016,-0.340644626,0.404023015,-1.028567142,0.597910527,-1.889814864,0.045419982,0.959269276,-1.252737617,0.910408504,-1.981187709,-0.771396338,-0.182929208,0.005791995,1.70169229,2.017502892,0.565965484
2017,1.014395955,0.804953829,0.337624601,-0.713878625,-0.119885262,-0.912389841,1.628408356,-0.895524544,-0.087448339,1.380353158,-0.059230947,-0.489777352,1.465459358,0.942973583,1.364508977,1.324163752
2018,2.891315563,0.535499742,1.854941185,0.858889382,1.140179962,-0.516517788,-0.131697075,1.40478749,0.357806818,-0.248066368,-0.184533197,0.188519551,2.356484734,1.465253389,-1.098568728,0.296838278
2019,1.151288969,1.55345141,-1.211470915,1.077689841,0.567864311,-2.461438732,-1.161555547,1.878536525,-2.061128159,1.505806946,1.041219476,0.594555592,0.041398119,1.641843666,0.808380582,-0.539523389
2020,-0.067877379,-0.16262729,0.115024488,0.589817105,0.367059295,-1.016243425,-0.502547005,-0.560177282,-2.142697393,0.480533895,-1.21062361,-0.130800731,-1.285185065,1.832511331,1.839138322,-0.875104619
2021,-0.733278148,0.271683372,-0.017471079,-0.850759138,0.410701877,-2.83642716,-0.66481799,0.518104889,-1.781956168,1.785638808,0.314864227,0.891559619,0.817166907,0.112847075,1.905713976,-1.557013269
2022,0.69518641,1.574021841,-0.496029225,-0.374011759,2.021966497,-3.48671638,0.893355255,0.258622954,-0.311935491,-0.58971966,-0.97997638,1.600116742,0.704185632,1.621748334,1.928395275,-0.265764575
2023,2.210705479,1.750902431,-1.084319883,-0.16686424,1.230051786,-1.260593697,0.558505002,-1.119932649,-0.465086791,0.483014568,-0.765269472,-0.128092769,-0.956522823,1.309237591,-2.934786248,1.286268161
2024,-0.322487561,1.424256936,1.393518781,-1.39257444,-0.733167479,-0.435937123,0.165966038,-0.200455045,0.602358478,1.740833124,0.68960897,0.96975767,-0.280648732,-1.326188476,0.060252478,-1.465479245
2025,1.049298168,0.967694054,1.872629517,0.109179083,1.015572408,-1.602811603,0.066748373,0.448629259,-1.308041182,0.155823842,-3.286682884,0.633971584,0.951901444,1.643039778,0.81563726,-1.507800014
2026,-1.387500399,1.362123368,-0.334042821,0.344854387,0.393689197,-1.312154335,-0.316897326,0.430057376,-0.807339106,-0.771358289,-0.60454642,0.31022527,2.057343949,0.59258152,-0.824203646,-1.668231438
2027,1.002454098,1.586542947,-0.074749554,0.112860935,-0.089098333,-1.172427106,2.245213703,0.401713547,1.177876124,-3.137305272,-0.298803488,0.610532427,0.694689473,0.602763012,1.030585646,-1.310396249
2028,0.6493227,1.309081907,-0.495699298,-0.644857994,-0.479054788,-0.055380863,1.680191845,1.393996461,-2.505334066,-0.168454332,0.750998746,0.370368794,0.290745833,1.627383598,-0.661310941,1.455360849
2029,-0.379984812,-0.668423462,0.456324529,0.05437776,-1.379383927,0.66197488,-0.25769736,-1.96338828,1.435446324,-0.396742734,-0.15737392,0.061538168,-0.030531866,1.590074048,0.755231894,-0.127220974
2030,-1.253000612,1.029974032,1.804078505,-1.104493581,0.604580362,0.662518525,0.720107275,0.068550188,-0.208480295,1.417662031,-0.776532238,1.149676954,-0.781043207,1.610412633,-0.567604043,-0.64870293
2031,1.165003581,1.822975478,1.043812283,-0.460932234,0.209712715,-1.025891509,1.666883224,-1.783523374,0.130970582,-0.237551366,-0.163574072,1.716188404,1.762811659,0.306093566,1.284534769,-0.164703346
2032,0.929378357,2.460649793,-0.539938082,-0.500375622,-0.083653238,0.329473417,2.465338083,-0.118555948,0.613708068,-0.395071723,-1.960614551,0.253598507,1.036688496,2.532076821,1.141245465,0.982182371
2033,-0.543413367,1.097161109,0.15221459,-0.078929211,0.088312867,0.410448152,-2.650597194,0.265686077,-0.216003117,-1.204514729,-2.122200675,1.470450887,0.602836643,0.987541553,2.637061388,0.717132624
2034,0.17719378,1.349356884,1.819186175,1.747640381,-0.28541125,0.298499516,-0.861011025,1.051167615,-1.334435123,1.210686324,-0.121722776,1.400426786,0.850665547,-0.248798903,-2.631116297,-1.996348796
2035,1.329985904,1.171227406,0.619057646,-1.733275881,0.560173301,-1.802891726,0.212882847,-1.372577651,3.571088476,1.461215717,-3.054279792,0.011730669,0.509026046,1.306278291,-1.089797528,-1.57320601
2036,0.891971575,1.232233182,0.772592663,0.330579637,0.053164884,-0.842689383,0.669993719,1.137675039,0.360301025,-0.514864374,-0.748048633,0.752369714,-0.372459643,0.488589093,1.084151257,-2.181358981
2037,-0.561283706,1.501489516,2.407862663,0.420418212,-0.281955122,1.060715798,0.408115489,0.172478319,-0.653603702,-1.731685362,0.81382529,-0.576856515,1.305207109,2.20044529,3.707812032,0.575918481
2038,0.050597582,1.50052233,0.463612459,-0.296598109,1.207347691,0.574133024,0.195064125,-0.42212476,-1.516129034,-1.349485281,-0.351754885,1.291905957,1.429323303,2.072913887,0.013930747,-0.126228183
2039,-0.406787232,0.937589876,-0.167217834,-0.501145652,-0.933333467,-0.396912167,0.334391925,-0.034098125,1.78362452,-2.123439979,-0.891646098,0.09549473,-0.181720776,1.46649671,-0.716305886,-0.429281517
2040,1.650133971,1.100532815,1.365838967,1.095913072,0.901802906,-1.122211133,1.588568757,0.891897834,-0.686746525,1.173288751,-0.19378722,0.04941712,-1.046366991,2.289556488,-0.477696605,-0.050409362
2041,-0.957676259,0.900353121,0.621873232,0.158988434,1.133619951,-0.180020935,0.952468981,-0.88005844,1.222985555,0.777194713,-0.33936314,1.956427791,1.202185565,1.973657974,-0.232863017,-0.284983367
2042,-0.855109434,1.366363237,-1.350773192,-0.589299711,0.542009304,-3.330875347,2.025948486,0.076286099,2.701028834,-0.667648715,-0.684763088,2.050040607,-1.900236606,0.845920688,0.065576794,-0.145640919
2043,0.205935714,0.410924346,0.187575395,1.047612986,0.258705188,-0.59234857,0.985980266,0.683784728,-0.725049702,-2.235620839,-1.175267343,0.50063235,-0.549768927,-0.07752,0.61413874,0.408368758
2044,0.18339135,2.692020827,0.872733658,-0.047048114,0.256013267,-1.400152997,0.180025904,-0.494151715,0.127425044,-1.764274461,-1.465544196,-1.841489982,0.542227214,-0.452684242,2.955152435,0.522963439
2045,-0.788084522,0.758806135,0.472798694,0.048907842,-0.452624109,-1.095153221,-0.768983648,1.343197076,-0.016494863,0.152452893,0.553844367,0.47390372,0.527559745,0.427852403,-1.076885677,0.722796915
2046,0.441944902,2.597033996,0.613621002,0.402417127,0.817963965,0.594932797,-0.262085904,0.835493337,-0.538194091,-1.454981533,-1.38243834,1.117444085,0.533863728,-0.412992497,-0.655642859,-1.776776381
2047,0.338278667,1.782550375,2.067764693,-0.168016817,0.014602412,0.580894861,2.108531835,-0.502418038,0.678183522,0.805732391,-0.708448928,1.289912116,-0.614228526,-0.232616184,-0.0550906,-2.097700566
2048,2.282513416,1.623731077,-0.254193519,0.665333645,-0.775881783,0.383887126,-0.452686436,1.294523052,-0.590844426,-3.153199845,-1.086197716,1.651523712,0.455417602,-0.614400306,-0.106342893,-0.509686917
2049,-0.495595116,1.7131041,-1.347552555,0.652666675,2.080223505,0.896202919,1.150185467,1.751582488,-2.104617991,-0.70603128,-2.145542496,-0.985295252,-1.278800178,1.546087597,1.508926303,-0.094016061
2050,0.170568781,1.773276649,0.526728783,-0.149052098,1.68362125,-1.105783298,2.292083238,0.669591634,-1.065595196,-1.185484215,-0.081238981,1.338806019,-0.185281669,-0.332672383,-0.519028353,-0.725562381
2051,-0.1448034,1.412366075,1.070173975,1.370989108,0.019268918,-1.124785964,0.770857035,1.241880747,1.71774281,-4.089311133,-0.312234684,1.632424865,0.693174682,0.714722155,0.560214176,-0.116324896
2052,-1.38910442,2.092214565,0.294123069,0.389160151,0.077447928,1.493244368,0.359176469,0.40541799,-0.317505038,-2.183672876,-2.93106069,1.328727279,-0.386379938,0.285044866,0.489550762,-0.28194006
2053,-0.425572533,0.447447232,-0.177239736,0.724145949,0.467039964,0.010824266,0.986710613,2.294970196,-1.74671531,0.376485624,-0.55859465,-0.7061523,0.43663842,2.484634193,0.263045201,-0.888389628
